Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Title,Price,Image,Brand,Battery Cell,Vendor,Vendor Price,Quantity
"Laptop, Power Adaptor, User Guide, Warranty Documents",FA506QM-HN124W,90NR0607-M003K0,FA506QM-HN124W,TUF Gaming A15,Graphite Black,Gaming Laptop,Gaming,No,AMD,Ryzen 9 Octa Core,Yes,512 GB,16 GB,DDR4,5900HX,4.6 GHz max boost,20,NVIDIA GeForce RTX 3060,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 2 Type-C, 3x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, Backlit LCD, Value IPS-level, (Brightness 250 nits, NTSC 45%, SRGB 62.5%)",Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.2,359 x 256 x 24.5 mm,2.30 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming A15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FA506QM-HN124W Gaming Laptop  (15.6 inch, Graphite Black, 2.30 kg)","₹99,990",https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/7/r/j/fa506qm-hn124w-gaming-laptop-asus-original-imagfxjyz2xdyd9f.jpeg?q=70,ASUS,4,"Comp1,Flipkart",89991.0,17998
"Laptop, Power Adaptor, User Guide, Warranty Documents",14 ITL 6,82H700KTIN,Ideapad 3,Ideapad Slim 3i (2021),Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo boost up to 4.2 GHz,8,Intel Integrated Iris Xe,4.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only), 1 x USB 2.0",1 x HDMI Port (v1.4b),No,35.56 cm (14 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (300 nits Brightness, 45% NTSC Color Gamut)",Built-In Dual Stereo Speakers,In-Built Dual Array Microphone,11ac (2x2),v5.0,324.2 x 215.7 x 19.9,1.41 KG,Not Available,720p HD Webcam with Privacy Shutter,Standard English Backlit Keyboard,Yes,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)","₹51,990",https://rukminim1.flixcart.com/image/416/416/kruyw7k0/computer/a/w/e/na-thin-and-light-laptop-lenovo-original-imag5k4qyjacgkuh.jpeg?q=70,Lenovo,,"Comp1,Flipkart",46791.0,9358
"Laptop, Power Adaptor, User Guide, Warranty Documents",K413EA-EB521WS,90NB0RLG-M006S0,K413EA-EB521WS,,Hearty Gold,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,Intel Integrated Iris Xe,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),v5.0,324.0 x 215.0 x 17.9 mm,1.40 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB521WS Thin and Light Laptop  (14 inch, Hearty Gold, 1.40 kg, With MS Office)","₹53,990",https://rukminim1.flixcart.com/image/416/416/l3t2fm80/computer/n/w/v/-original-imageuecpzydw2gg.jpeg?q=70,ASUS,3 cell,"Comp1,Flipkart",48591.0,9718
"MacBook Air, 35W Dual USB-C Port Power Adapter, USB-C to MagSafe 3 Cable",MLY43HN/A,MLY43HN/A,MacBook Air,2022 MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,512 GB,8 GB,Unified Memory,Apple M2 Chip,,,,8.0,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A  (13.6 Inch, Midnight, 1.24 Kg)","₹1,49,900",https://rukminim1.flixcart.com/image/416/416/l4hcx3k0/computer/y/j/z/macbook-air-thin-and-light-laptop-apple-original-imagfdeqter4sj2j.jpeg?q=70,APPLE,,"Comp1,Flipkart",134910.0,26982
"Laptop, Power Adaptor, User Guide, Warranty Documents",15 ITL 05,"82FG014DIN,82FG0125IN,82FG01H9IN,82FG013WIN",,Ideapad Slim 5i,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1135G7,2.4 GHz with Turbo Boost upto 4.2 GHz,8,Intel Integrated Iris Xe,4.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 (Gen 1), 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.2)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (300 nits Brightness, 45% NTSC Color Gamut)",Built-In Dual Stereo Speakers,Built-In Dual Array Microphone,Wi-Fi 6 11ax (2x2),v5.1,356.67 x 233.13 x 17.9,2.48 kg,Not Available,720p HD Webcam with Privacy Shutter,Standard English Backlit Keyboard,Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 2.48 kg, With MS Office)","₹61,990",https://rukminim1.flixcart.com/image/416/416/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Lenovo,,"Comp1,Flipkart",55791.0,11158
"Laptop, Power Adaptor, User Guide, Warranty Documents",X415EA-EB572WS,90NB0TT1-M17220,X415EA-EB572WS,VivoBook 14 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,256 GB,8 GB,DDR4,1135G7,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,Intel Integrated Iris Xe,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"""1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A """,1 x HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixel,"FHD LED Backlit, IPS-level Panel, 250nits, 45% NTSC Color Gamut, Anti-glare display",Built-in Speaker,Built-in microphone,Wi-Fi 5(802.11ac),v4.1,325.4 x 216 x 19.9 mm,1.60 kg,Not Available,VGA camera,Chiclet Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg, With MS Office)","₹46,990",https://rukminim1.flixcart.com/image/416/416/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,ASUS,2 cell,"Comp1,Flipkart",42291.0,8458
"Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560795WIN9S,Inspiron 3515,Inspiron,Platinum Silver,Notebook,Everyday Use,Yes,AMD,Ryzen 3 Dual Core,Yes,512 GB,8 GB,DDR4,3250U,3.5,4,AMD Radeon Radeon Graphics,,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 Gen1 ,1x USB 2.0",1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, WVA AG Narrow Border",Yes,Yes,802.11ac 1x1 WiFi,v5.0,189 X 358 X 23.5 mm,1.8 Kg,Not Available,HD,Standard Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)","₹41,190",https://rukminim1.flixcart.com/image/416/416/l1mh7rk0/computer/z/t/0/inspiron-3515-notebook-dell-original-imagd5jzfjyuze5g.jpeg?q=70,DELL,3,"Comp1,Flipkart",37071.0,7414
"Laptop, Power Adaptor, User Guide, Warranty Documents",KM513UA-L511WS,90NB0TP3-M07530,KM513UA-L511WS,VivoBook K15 OLED (2022),Hearty Gold,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,11,AMD Radeon AMD,6.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD OLED (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display)",Built-in Speaker,Built-in microphone,Wi-Fi 6(802.11ax),v5.0,359.8 x 235.3 x 18.6 mm,1.80 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard with Num-key,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L511WS Thin and Light Laptop  (15.6 inch, Hearty Gold, 1.80 kg, With MS Office)","₹58,990",https://rukminim1.flixcart.com/image/416/416/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS,3 cell,"Comp1,Flipkart",53091.0,10618
"Laptop, Power Adaptor, User Guide, Warranty Documents",G8 240,4J0K2PA,G8 240,Notebook PC,Ash Gray,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i3,No,,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,Intel Integrated UHD,2.0,64 bit,Windows 10,Windows10 Home,Yes,"2 x SuperSpeed USB Type-A 5Gbps signaling rate, 1 x SuperSpeed USB Type-C 5Gbps signaling rate",1 x HDMI 1.4b,No,35.56 cm (14 inch),1366 x 768 1366 x 768 pixel,"HD Narrowbezel, Anti-glare, 250 nits, 45%NTSC Display bezel",Yes,Yes,Realtek 802.11a/b/g/n/ac(2x2),v5.0,324 x 225.9 x 19.9 mm,1.47 kg,Not Available,720P HD camera,"Full-sizeisland-Style, Spill And Pickresistant Keyboard",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop  (14 inch, Ash Gray, 1.47 kg)","₹33,999",https://rukminim1.flixcart.com/image/416/416/kxnl6kw0/computer/q/d/p/g8-240-thin-and-light-laptop-hp-original-imaga2fguqjzyphj.jpeg?q=70,HP,3 cell,"Comp1,Flipkart",30599.1,6119
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",BR1100CKA-GJ0722W,90NX03B1-M005B0,BR1100CKA-GJ0722W,(2022),Star Grey,Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,Yes,128 GB,4 GB,DDR4,N4500,2.8,4,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support power delivery",1x HDMI 1.4,No,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, Anti-glare display ( Brightness 220nits, Color gamut NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 5 (802.11ac),v5.2,294.6 x 204.9 x 20.0 mm,1.26 Kg,Not Available,"720p HD camera, with privacy shutter",Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop  (11.6 Inch, Star Grey, 1.26 Kg)","₹22,990",https://rukminim1.flixcart.com/image/416/416/l23mhzk0/computer/e/6/4/br1100cka-gj0722w-laptop-asus-original-imagdgsbfwfbzdmw.jpeg?q=70,ASUS,3,"Comp1,Flipkart",20691.0,4138
"Laptop, Power Adaptor, User Guide, Warranty Documents",K513EA-L523WS,90NB0SG2-M00BK0,K513EA-L523WS,VivoBook K15 OLED (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,256 GB,16 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,Intel Integrated Iris Xe,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light)",Built-in Speakers,Built-in Microphone,Wi-Fi 6(802.11ax) 2x2,v5.0,359 x 235 x 17.9 mm,1.80 kg,Not Available,720p HD Webcam,Backlit Chiclet Keyboard with Num-key,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L523WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹64,990",https://rukminim1.flixcart.com/image/416/416/l2dmky80/computer/0/3/a/-original-imagdqdytfgwhsah.jpeg?q=70,ASUS,3 cell,"Ret1,Amazon",58491.0,11698
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1,82K201UEIN|82K200X6IN,15ACH6,Ideapad Gaming 3,Shadow Black,Gaming Laptop,Gaming,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5600H,Base 3.3 GHz with Max Frequency Upto 4.2 GHz,,NVIDIA GeForce GTX 1650,6.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",1 x HDMI 2.0,No,39.62 cm (15.6 inch),1920x1080 Pixel,"Full HD, IPS Display, 250nits, Anti-glare, 120 Hz, 45% NTSC",Stereo speakers,Built-in Dual Array Microphone,"11ac, 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25$$kg kg,Not Available,720p with Camera Shutter,"White Backlit, English",Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25$$kg kg)","₹58,990",https://rukminim1.flixcart.com/image/416/416/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Lenovo,,"Ret1,Amazon",53091.0,10618
